Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution	GridAlias
1	12	9	6	Sample-9-2-1	Sample	100	Sample-260
1	12	9	7	Sample-9-2-2	Sample	50	Sample-260
1	12	9	8	Sample-9-2-3	Sample	25	Sample-260
1	12	9	9	Sample-9-2-4	Sample	12.5	Sample-260
1	12	9	10	Sample-9-2-5	Sample	6.25	Sample-260
1	12	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-24
1	12	10	1	Sample-10-1-1	Sample	100	Sample-261
1	12	10	2	Sample-10-1-2	Sample	50	Sample-261
1	12	10	3	Sample-10-1-3	Sample	25	Sample-261
1	12	10	4	Sample-10-1-4	Sample	12.5	Sample-261
1	12	10	5	Sample-10-1-5	Sample	6.25	Sample-261
1	12	10	6	Sample-10-2-1	Sample	100	Sample-262
1	12	10	7	Sample-10-2-2	Sample	50	Sample-262
1	12	10	8	Sample-10-2-3	Sample	25	Sample-262
1	12	10	9	Sample-10-2-4	Sample	12.5	Sample-262
1	12	10	10	Sample-10-2-5	Sample	6.25	Sample-262
1	12	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-24
1	12	11	1	Sample-11-1-1	Sample	100	Sample-263
1	12	11	2	Sample-11-1-2	Sample	50	Sample-263
1	12	11	3	Sample-11-1-3	Sample	25	Sample-263
1	12	11	4	Sample-11-1-4	Sample	12.5	Sample-263
1	12	11	5	Sample-11-1-5	Sample	6.25	Sample-263
1	12	11	6	Sample-11-2-1	Sample	100	Sample-264
1	12	11	7	Sample-11-2-2	Sample	50	Sample-264
1	12	11	8	Sample-11-2-3	Sample	25	Sample-264
1	12	11	9	Sample-11-2-4	Sample	12.5	Sample-264
1	12	11	10	Sample-11-2-5	Sample	6.25	Sample-264
1	12	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-24
2	1	1	1	Sample-1-1-1	Sample	100	Sample-265
2	1	1	2	Sample-1-1-2	Sample	50	Sample-265
2	1	1	3	Sample-1-1-3	Sample	25	Sample-265
2	1	1	4	Sample-1-1-4	Sample	12.5	Sample-265
2	1	1	5	Sample-1-1-5	Sample	6.25	Sample-265
2	1	1	6	Sample-1-2-1	Sample	100	Sample-266
2	1	1	7	Sample-1-2-2	Sample	50	Sample-266
2	1	1	8	Sample-1-2-3	Sample	25	Sample-266
2	1	1	9	Sample-1-2-4	Sample	12.5	Sample-266
2	1	1	10	Sample-1-2-5	Sample	6.25	Sample-266
2	1	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-25
2	1	2	1	Sample-2-1-1	Sample	100	Sample-267
2	1	2	2	Sample-2-1-2	Sample	50	Sample-267
2	1	2	3	Sample-2-1-3	Sample	25	Sample-267
2	1	2	4	Sample-2-1-4	Sample	12.5	Sample-267
2	1	2	5	Sample-2-1-5	Sample	6.25	Sample-267
2	1	2	6	Sample-2-2-1	Sample	100	Sample-268
2	1	2	7	Sample-2-2-2	Sample	50	Sample-268
2	1	2	8	Sample-2-2-3	Sample	25	Sample-268
2	1	2	9	Sample-2-2-4	Sample	12.5	Sample-268
2	1	2	10	Sample-2-2-5	Sample	6.25	Sample-268
2	1	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-25
2	1	3	1	Sample-3-1-1	Sample	100	Sample-269
2	1	3	2	Sample-3-1-2	Sample	50	Sample-269
2	1	3	3	Sample-3-1-3	Sample	25	Sample-269
2	1	3	4	Sample-3-1-4	Sample	12.5	Sample-269
2	1	3	5	Sample-3-1-5	Sample	6.25	Sample-269
2	1	3	6	Sample-3-2-1	Sample	100	Sample-270
2	1	3	7	Sample-3-2-2	Sample	50	Sample-270
2	1	3	8	Sample-3-2-3	Sample	25	Sample-270
2	1	3	9	Sample-3-2-4	Sample	12.5	Sample-270
2	1	3	10	Sample-3-2-5	Sample	6.25	Sample-270
2	1	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-25
2	1	4	1	Sample-4-1-1	Sample	100	Sample-271
2	1	4	2	Sample-4-1-2	Sample	50	Sample-271
2	1	4	3	Sample-4-1-3	Sample	25	Sample-271
2	1	4	4	Sample-4-1-4	Sample	12.5	Sample-271
2	1	4	5	Sample-4-1-5	Sample	6.25	Sample-271
2	1	4	6	Sample-4-2-1	Sample	100	Sample-272
2	1	4	7	Sample-4-2-2	Sample	50	Sample-272
2	1	4	8	Sample-4-2-3	Sample	25	Sample-272
2	1	4	9	Sample-4-2-4	Sample	12.5	Sample-272
2	1	4	10	Sample-4-2-5	Sample	6.25	Sample-272
2	1	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-25
2	1	5	1	Sample-5-1-1	Sample	100	Sample-273
2	1	5	2	Sample-5-1-2	Sample	50	Sample-273
2	1	5	3	Sample-5-1-3	Sample	25	Sample-273
2	1	5	4	Sample-5-1-4	Sample	12.5	Sample-273
2	1	5	5	Sample-5-1-5	Sample	6.25	Sample-273
2	1	5	6	Sample-5-2-1	Sample	100	Sample-274
2	1	5	7	Sample-5-2-2	Sample	50	Sample-274
2	1	5	8	Sample-5-2-3	Sample	25	Sample-274
2	1	5	9	Sample-5-2-4	Sample	12.5	Sample-274
2	1	5	10	Sample-5-2-5	Sample	6.25	Sample-274
2	1	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-25
2	1	6	1	Sample-6-1-1	Sample	100	Sample-275
2	1	6	2	Sample-6-1-2	Sample	50	Sample-275
2	1	6	3	Sample-6-1-3	Sample	25	Sample-275
2	1	6	4	Sample-6-1-4	Sample	12.5	Sample-275
2	1	6	5	Sample-6-1-5	Sample	6.25	Sample-275
2	1	6	6	Sample-6-2-1	Sample	100	Sample-276
2	1	6	7	Sample-6-2-2	Sample	50	Sample-276
2	1	6	8	Sample-6-2-3	Sample	25	Sample-276
2	1	6	9	Sample-6-2-4	Sample	12.5	Sample-276
2	1	6	10	Sample-6-2-5	Sample	6.25	Sample-276
2	1	6	11	NegCtrl	NegCtrl	0	NegCtrl-13
2	1	7	1	Sample-7-1-1	Sample	100	Sample-277
2	1	7	2	Sample-7-1-2	Sample	50	Sample-277
2	1	7	3	Sample-7-1-3	Sample	25	Sample-277
2	1	7	4	Sample-7-1-4	Sample	12.5	Sample-277
2	1	7	5	Sample-7-1-5	Sample	6.25	Sample-277
2	1	7	6	Sample-7-2-1	Sample	100	Sample-278
2	1	7	7	Sample-7-2-2	Sample	50	Sample-278
2	1	7	8	Sample-7-2-3	Sample	25	Sample-278
2	1	7	9	Sample-7-2-4	Sample	12.5	Sample-278
2	1	7	10	Sample-7-2-5	Sample	6.25	Sample-278
2	1	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-26
2	1	8	1	Sample-8-1-1	Sample	100	Sample-279
2	1	8	2	Sample-8-1-2	Sample	50	Sample-279
2	1	8	3	Sample-8-1-3	Sample	25	Sample-279
2	1	8	4	Sample-8-1-4	Sample	12.5	Sample-279
2	1	8	5	Sample-8-1-5	Sample	6.25	Sample-279
2	1	8	6	Sample-8-2-1	Sample	100	Sample-280
2	1	8	7	Sample-8-2-2	Sample	50	Sample-280
2	1	8	8	Sample-8-2-3	Sample	25	Sample-280
2	1	8	9	Sample-8-2-4	Sample	12.5	Sample-280
2	1	8	10	Sample-8-2-5	Sample	6.25	Sample-280
2	1	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-26
2	1	9	1	Sample-9-1-1	Sample	100	Sample-281
2	1	9	2	Sample-9-1-2	Sample	50	Sample-281
2	1	9	3	Sample-9-1-3	Sample	25	Sample-281
2	1	9	4	Sample-9-1-4	Sample	12.5	Sample-281
2	1	9	5	Sample-9-1-5	Sample	6.25	Sample-281
2	1	9	6	Sample-9-2-1	Sample	100	Sample-282
2	1	9	7	Sample-9-2-2	Sample	50	Sample-282
2	1	9	8	Sample-9-2-3	Sample	25	Sample-282
2	1	9	9	Sample-9-2-4	Sample	12.5	Sample-282
2	1	9	10	Sample-9-2-5	Sample	6.25	Sample-282
2	1	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-26
2	1	10	1	Sample-10-1-1	Sample	100	Sample-283
2	1	10	2	Sample-10-1-2	Sample	50	Sample-283
2	1	10	3	Sample-10-1-3	Sample	25	Sample-283
2	1	10	4	Sample-10-1-4	Sample	12.5	Sample-283
2	1	10	5	Sample-10-1-5	Sample	6.25	Sample-283
2	1	10	6	Sample-10-2-1	Sample	100	Sample-284
2	1	10	7	Sample-10-2-2	Sample	50	Sample-284
2	1	10	8	Sample-10-2-3	Sample	25	Sample-284
2	1	10	9	Sample-10-2-4	Sample	12.5	Sample-284
2	1	10	10	Sample-10-2-5	Sample	6.25	Sample-284
2	1	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-26
2	1	11	1	Sample-11-1-1	Sample	100	Sample-285
2	1	11	2	Sample-11-1-2	Sample	50	Sample-285
2	1	11	3	Sample-11-1-3	Sample	25	Sample-285
2	1	11	4	Sample-11-1-4	Sample	12.5	Sample-285
2	1	11	5	Sample-11-1-5	Sample	6.25	Sample-285
2	1	11	6	Sample-11-2-1	Sample	100	Sample-286
2	1	11	7	Sample-11-2-2	Sample	50	Sample-286
2	1	11	8	Sample-11-2-3	Sample	25	Sample-286
2	1	11	9	Sample-11-2-4	Sample	12.5	Sample-286
2	1	11	10	Sample-11-2-5	Sample	6.25	Sample-286
2	1	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-26
2	2	1	1	Sample-1-1-1	Sample	100	Sample-287
2	2	1	2	Sample-1-1-2	Sample	50	Sample-287
2	2	1	3	Sample-1-1-3	Sample	25	Sample-287
2	2	1	4	Sample-1-1-4	Sample	12.5	Sample-287
2	2	1	5	Sample-1-1-5	Sample	6.25	Sample-287
2	2	1	6	Sample-1-2-1	Sample	100	Sample-288
2	2	1	7	Sample-1-2-2	Sample	50	Sample-288
2	2	1	8	Sample-1-2-3	Sample	25	Sample-288
2	2	1	9	Sample-1-2-4	Sample	12.5	Sample-288
2	2	1	10	Sample-1-2-5	Sample	6.25	Sample-288
2	2	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-27
2	2	2	1	Sample-2-1-1	Sample	100	Sample-289
2	2	2	2	Sample-2-1-2	Sample	50	Sample-289
2	2	2	3	Sample-2-1-3	Sample	25	Sample-289
2	2	2	4	Sample-2-1-4	Sample	12.5	Sample-289
2	2	2	5	Sample-2-1-5	Sample	6.25	Sample-289
2	2	2	6	Sample-2-2-1	Sample	100	Sample-290
2	2	2	7	Sample-2-2-2	Sample	50	Sample-290
2	2	2	8	Sample-2-2-3	Sample	25	Sample-290
2	2	2	9	Sample-2-2-4	Sample	12.5	Sample-290
2	2	2	10	Sample-2-2-5	Sample	6.25	Sample-290
2	2	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-27
2	2	3	1	Sample-3-1-1	Sample	100	Sample-291
2	2	3	2	Sample-3-1-2	Sample	50	Sample-291
2	2	3	3	Sample-3-1-3	Sample	25	Sample-291
2	2	3	4	Sample-3-1-4	Sample	12.5	Sample-291
2	2	3	5	Sample-3-1-5	Sample	6.25	Sample-291
2	2	3	6	Sample-3-2-1	Sample	100	Sample-292
2	2	3	7	Sample-3-2-2	Sample	50	Sample-292
2	2	3	8	Sample-3-2-3	Sample	25	Sample-292
2	2	3	9	Sample-3-2-4	Sample	12.5	Sample-292
2	2	3	10	Sample-3-2-5	Sample	6.25	Sample-292
2	2	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-27
2	2	4	1	Sample-4-1-1	Sample	100	Sample-293
2	2	4	2	Sample-4-1-2	Sample	50	Sample-293
2	2	4	3	Sample-4-1-3	Sample	25	Sample-293
2	2	4	4	Sample-4-1-4	Sample	12.5	Sample-293
2	2	4	5	Sample-4-1-5	Sample	6.25	Sample-293
2	2	4	6	Sample-4-2-1	Sample	100	Sample-294
2	2	4	7	Sample-4-2-2	Sample	50	Sample-294
2	2	4	8	Sample-4-2-3	Sample	25	Sample-294
2	2	4	9	Sample-4-2-4	Sample	12.5	Sample-294
2	2	4	10	Sample-4-2-5	Sample	6.25	Sample-294
2	2	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-27
2	2	5	1	Sample-5-1-1	Sample	100	Sample-295
2	2	5	2	Sample-5-1-2	Sample	50	Sample-295
2	2	5	3	Sample-5-1-3	Sample	25	Sample-295
2	2	5	4	Sample-5-1-4	Sample	12.5	Sample-295
2	2	5	5	Sample-5-1-5	Sample	6.25	Sample-295
2	2	5	6	Sample-5-2-1	Sample	100	Sample-296
2	2	5	7	Sample-5-2-2	Sample	50	Sample-296
2	2	5	8	Sample-5-2-3	Sample	25	Sample-296
2	2	5	9	Sample-5-2-4	Sample	12.5	Sample-296
2	2	5	10	Sample-5-2-5	Sample	6.25	Sample-296
2	2	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-27
2	2	6	1	Sample-6-1-1	Sample	100	Sample-297
2	2	6	2	Sample-6-1-2	Sample	50	Sample-297
2	2	6	3	Sample-6-1-3	Sample	25	Sample-297
2	2	6	4	Sample-6-1-4	Sample	12.5	Sample-297
2	2	6	5	Sample-6-1-5	Sample	6.25	Sample-297
2	2	6	6	Sample-6-2-1	Sample	100	Sample-298
2	2	6	7	Sample-6-2-2	Sample	50	Sample-298
2	2	6	8	Sample-6-2-3	Sample	25	Sample-298
2	2	6	9	Sample-6-2-4	Sample	12.5	Sample-298
2	2	6	10	Sample-6-2-5	Sample	6.25	Sample-298
2	2	6	11	NegCtrl	NegCtrl	0	NegCtrl-14
2	2	7	1	Sample-7-1-1	Sample	100	Sample-299
2	2	7	2	Sample-7-1-2	Sample	50	Sample-299
2	2	7	3	Sample-7-1-3	Sample	25	Sample-299
2	2	7	4	Sample-7-1-4	Sample	12.5	Sample-299
2	2	7	5	Sample-7-1-5	Sample	6.25	Sample-299
2	2	7	6	Sample-7-2-1	Sample	100	Sample-300
2	2	7	7	Sample-7-2-2	Sample	50	Sample-300
2	2	7	8	Sample-7-2-3	Sample	25	Sample-300
2	2	7	9	Sample-7-2-4	Sample	12.5	Sample-300
2	2	7	10	Sample-7-2-5	Sample	6.25	Sample-300
2	2	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-28
2	2	8	1	Sample-8-1-1	Sample	100	Sample-301
2	2	8	2	Sample-8-1-2	Sample	50	Sample-301
2	2	8	3	Sample-8-1-3	Sample	25	Sample-301
2	2	8	4	Sample-8-1-4	Sample	12.5	Sample-301
2	2	8	5	Sample-8-1-5	Sample	6.25	Sample-301
2	2	8	6	Sample-8-2-1	Sample	100	Sample-302
2	2	8	7	Sample-8-2-2	Sample	50	Sample-302
2	2	8	8	Sample-8-2-3	Sample	25	Sample-302
2	2	8	9	Sample-8-2-4	Sample	12.5	Sample-302
2	2	8	10	Sample-8-2-5	Sample	6.25	Sample-302
2	2	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-28
2	2	9	1	Sample-9-1-1	Sample	100	Sample-303
2	2	9	2	Sample-9-1-2	Sample	50	Sample-303
2	2	9	3	Sample-9-1-3	Sample	25	Sample-303
2	2	9	4	Sample-9-1-4	Sample	12.5	Sample-303
2	2	9	5	Sample-9-1-5	Sample	6.25	Sample-303
2	2	9	6	Sample-9-2-1	Sample	100	Sample-304
2	2	9	7	Sample-9-2-2	Sample	50	Sample-304
2	2	9	8	Sample-9-2-3	Sample	25	Sample-304
2	2	9	9	Sample-9-2-4	Sample	12.5	Sample-304
2	2	9	10	Sample-9-2-5	Sample	6.25	Sample-304
2	2	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-28
2	2	10	1	Sample-10-1-1	Sample	100	Sample-305
2	2	10	2	Sample-10-1-2	Sample	50	Sample-305
2	2	10	3	Sample-10-1-3	Sample	25	Sample-305
2	2	10	4	Sample-10-1-4	Sample	12.5	Sample-305
2	2	10	5	Sample-10-1-5	Sample	6.25	Sample-305
2	2	10	6	Sample-10-2-1	Sample	100	Sample-306
2	2	10	7	Sample-10-2-2	Sample	50	Sample-306
2	2	10	8	Sample-10-2-3	Sample	25	Sample-306
2	2	10	9	Sample-10-2-4	Sample	12.5	Sample-306
2	2	10	10	Sample-10-2-5	Sample	6.25	Sample-306
2	2	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-28
2	2	11	1	Sample-11-1-1	Sample	100	Sample-307
2	2	11	2	Sample-11-1-2	Sample	50	Sample-307
2	2	11	3	Sample-11-1-3	Sample	25	Sample-307
2	2	11	4	Sample-11-1-4	Sample	12.5	Sample-307
2	2	11	5	Sample-11-1-5	Sample	6.25	Sample-307
2	2	11	6	Sample-11-2-1	Sample	100	Sample-308
2	2	11	7	Sample-11-2-2	Sample	50	Sample-308
2	2	11	8	Sample-11-2-3	Sample	25	Sample-308
2	2	11	9	Sample-11-2-4	Sample	12.5	Sample-308
2	2	11	10	Sample-11-2-5	Sample	6.25	Sample-308
2	2	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-28
2	3	1	1	Sample-1-1-1	Sample	100	Sample-309
2	3	1	2	Sample-1-1-2	Sample	50	Sample-309
2	3	1	3	Sample-1-1-3	Sample	25	Sample-309
2	3	1	4	Sample-1-1-4	Sample	12.5	Sample-309
2	3	1	5	Sample-1-1-5	Sample	6.25	Sample-309
2	3	1	6	Sample-1-2-1	Sample	100	Sample-310
2	3	1	7	Sample-1-2-2	Sample	50	Sample-310
2	3	1	8	Sample-1-2-3	Sample	25	Sample-310
2	3	1	9	Sample-1-2-4	Sample	12.5	Sample-310
2	3	1	10	Sample-1-2-5	Sample	6.25	Sample-310
2	3	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-29
2	3	2	1	Sample-2-1-1	Sample	100	Sample-311
2	3	2	2	Sample-2-1-2	Sample	50	Sample-311
2	3	2	3	Sample-2-1-3	Sample	25	Sample-311
2	3	2	4	Sample-2-1-4	Sample	12.5	Sample-311
2	3	2	5	Sample-2-1-5	Sample	6.25	Sample-311
2	3	2	6	Sample-2-2-1	Sample	100	Sample-312
2	3	2	7	Sample-2-2-2	Sample	50	Sample-312
2	3	2	8	Sample-2-2-3	Sample	25	Sample-312
2	3	2	9	Sample-2-2-4	Sample	12.5	Sample-312
2	3	2	10	Sample-2-2-5	Sample	6.25	Sample-312
2	3	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-29
2	3	3	1	Sample-3-1-1	Sample	100	Sample-313
2	3	3	2	Sample-3-1-2	Sample	50	Sample-313
2	3	3	3	Sample-3-1-3	Sample	25	Sample-313
2	3	3	4	Sample-3-1-4	Sample	12.5	Sample-313
2	3	3	5	Sample-3-1-5	Sample	6.25	Sample-313
2	3	3	6	Sample-3-2-1	Sample	100	Sample-314
2	3	3	7	Sample-3-2-2	Sample	50	Sample-314
2	3	3	8	Sample-3-2-3	Sample	25	Sample-314
2	3	3	9	Sample-3-2-4	Sample	12.5	Sample-314
2	3	3	10	Sample-3-2-5	Sample	6.25	Sample-314
2	3	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-29
2	3	4	1	Sample-4-1-1	Sample	100	Sample-315
2	3	4	2	Sample-4-1-2	Sample	50	Sample-315
2	3	4	3	Sample-4-1-3	Sample	25	Sample-315
2	3	4	4	Sample-4-1-4	Sample	12.5	Sample-315
2	3	4	5	Sample-4-1-5	Sample	6.25	Sample-315
2	3	4	6	Sample-4-2-1	Sample	100	Sample-316
2	3	4	7	Sample-4-2-2	Sample	50	Sample-316
2	3	4	8	Sample-4-2-3	Sample	25	Sample-316
2	3	4	9	Sample-4-2-4	Sample	12.5	Sample-316
2	3	4	10	Sample-4-2-5	Sample	6.25	Sample-316
2	3	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-29
2	3	5	1	Sample-5-1-1	Sample	100	Sample-317
2	3	5	2	Sample-5-1-2	Sample	50	Sample-317
2	3	5	3	Sample-5-1-3	Sample	25	Sample-317
2	3	5	4	Sample-5-1-4	Sample	12.5	Sample-317
2	3	5	5	Sample-5-1-5	Sample	6.25	Sample-317
2	3	5	6	Sample-5-2-1	Sample	100	Sample-318
2	3	5	7	Sample-5-2-2	Sample	50	Sample-318
2	3	5	8	Sample-5-2-3	Sample	25	Sample-318
2	3	5	9	Sample-5-2-4	Sample	12.5	Sample-318
2	3	5	10	Sample-5-2-5	Sample	6.25	Sample-318
2	3	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-29
2	3	6	1	Sample-6-1-1	Sample	100	Sample-319
2	3	6	2	Sample-6-1-2	Sample	50	Sample-319
2	3	6	3	Sample-6-1-3	Sample	25	Sample-319
2	3	6	4	Sample-6-1-4	Sample	12.5	Sample-319
2	3	6	5	Sample-6-1-5	Sample	6.25	Sample-319
2	3	6	6	Sample-6-2-1	Sample	100	Sample-320
2	3	6	7	Sample-6-2-2	Sample	50	Sample-320
2	3	6	8	Sample-6-2-3	Sample	25	Sample-320
2	3	6	9	Sample-6-2-4	Sample	12.5	Sample-320
2	3	6	10	Sample-6-2-5	Sample	6.25	Sample-320
2	3	6	11	NegCtrl	NegCtrl	0	NegCtrl-15
2	3	7	1	Sample-7-1-1	Sample	100	Sample-321
2	3	7	2	Sample-7-1-2	Sample	50	Sample-321
2	3	7	3	Sample-7-1-3	Sample	25	Sample-321
2	3	7	4	Sample-7-1-4	Sample	12.5	Sample-321
2	3	7	5	Sample-7-1-5	Sample	6.25	Sample-321
2	3	7	6	Sample-7-2-1	Sample	100	Sample-322
2	3	7	7	Sample-7-2-2	Sample	50	Sample-322
2	3	7	8	Sample-7-2-3	Sample	25	Sample-322
2	3	7	9	Sample-7-2-4	Sample	12.5	Sample-322
2	3	7	10	Sample-7-2-5	Sample	6.25	Sample-322
2	3	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-30
2	3	8	1	Sample-8-1-1	Sample	100	Sample-323
2	3	8	2	Sample-8-1-2	Sample	50	Sample-323
2	3	8	3	Sample-8-1-3	Sample	25	Sample-323
2	3	8	4	Sample-8-1-4	Sample	12.5	Sample-323
2	3	8	5	Sample-8-1-5	Sample	6.25	Sample-323
2	3	8	6	Sample-8-2-1	Sample	100	Sample-324
2	3	8	7	Sample-8-2-2	Sample	50	Sample-324
2	3	8	8	Sample-8-2-3	Sample	25	Sample-324
2	3	8	9	Sample-8-2-4	Sample	12.5	Sample-324
2	3	8	10	Sample-8-2-5	Sample	6.25	Sample-324
2	3	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-30
2	3	9	1	Sample-9-1-1	Sample	100	Sample-325
2	3	9	2	Sample-9-1-2	Sample	50	Sample-325
2	3	9	3	Sample-9-1-3	Sample	25	Sample-325
2	3	9	4	Sample-9-1-4	Sample	12.5	Sample-325
2	3	9	5	Sample-9-1-5	Sample	6.25	Sample-325
2	3	9	6	Sample-9-2-1	Sample	100	Sample-326
2	3	9	7	Sample-9-2-2	Sample	50	Sample-326
2	3	9	8	Sample-9-2-3	Sample	25	Sample-326
2	3	9	9	Sample-9-2-4	Sample	12.5	Sample-326
2	3	9	10	Sample-9-2-5	Sample	6.25	Sample-326
2	3	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-30
2	3	10	1	Sample-10-1-1	Sample	100	Sample-327
2	3	10	2	Sample-10-1-2	Sample	50	Sample-327
2	3	10	3	Sample-10-1-3	Sample	25	Sample-327
2	3	10	4	Sample-10-1-4	Sample	12.5	Sample-327
2	3	10	5	Sample-10-1-5	Sample	6.25	Sample-327
2	3	10	6	Sample-10-2-1	Sample	100	Sample-328
2	3	10	7	Sample-10-2-2	Sample	50	Sample-328
2	3	10	8	Sample-10-2-3	Sample	25	Sample-328
2	3	10	9	Sample-10-2-4	Sample	12.5	Sample-328
2	3	10	10	Sample-10-2-5	Sample	6.25	Sample-328
2	3	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-30
2	3	11	1	Sample-11-1-1	Sample	100	Sample-329
2	3	11	2	Sample-11-1-2	Sample	50	Sample-329
2	3	11	3	Sample-11-1-3	Sample	25	Sample-329
2	3	11	4	Sample-11-1-4	Sample	12.5	Sample-329
2	3	11	5	Sample-11-1-5	Sample	6.25	Sample-329
2	3	11	6	Sample-11-2-1	Sample	100	Sample-330
2	3	11	7	Sample-11-2-2	Sample	50	Sample-330
2	3	11	8	Sample-11-2-3	Sample	25	Sample-330
2	3	11	9	Sample-11-2-4	Sample	12.5	Sample-330
2	3	11	10	Sample-11-2-5	Sample	6.25	Sample-330
2	3	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-30
2	4	1	1	Sample-1-1-1	Sample	100	Sample-331
2	4	1	2	Sample-1-1-2	Sample	50	Sample-331
2	4	1	3	Sample-1-1-3	Sample	25	Sample-331
2	4	1	4	Sample-1-1-4	Sample	12.5	Sample-331
2	4	1	5	Sample-1-1-5	Sample	6.25	Sample-331
2	4	1	6	Sample-1-2-1	Sample	100	Sample-332
2	4	1	7	Sample-1-2-2	Sample	50	Sample-332
2	4	1	8	Sample-1-2-3	Sample	25	Sample-332
2	4	1	9	Sample-1-2-4	Sample	12.5	Sample-332
2	4	1	10	Sample-1-2-5	Sample	6.25	Sample-332
2	4	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-31
2	4	2	1	Sample-2-1-1	Sample	100	Sample-333
2	4	2	2	Sample-2-1-2	Sample	50	Sample-333
2	4	2	3	Sample-2-1-3	Sample	25	Sample-333
2	4	2	4	Sample-2-1-4	Sample	12.5	Sample-333
2	4	2	5	Sample-2-1-5	Sample	6.25	Sample-333
2	4	2	6	Sample-2-2-1	Sample	100	Sample-334
2	4	2	7	Sample-2-2-2	Sample	50	Sample-334
2	4	2	8	Sample-2-2-3	Sample	25	Sample-334
2	4	2	9	Sample-2-2-4	Sample	12.5	Sample-334
2	4	2	10	Sample-2-2-5	Sample	6.25	Sample-334
2	4	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-31
2	4	3	1	Sample-3-1-1	Sample	100	Sample-335
2	4	3	2	Sample-3-1-2	Sample	50	Sample-335
2	4	3	3	Sample-3-1-3	Sample	25	Sample-335
2	4	3	4	Sample-3-1-4	Sample	12.5	Sample-335
2	4	3	5	Sample-3-1-5	Sample	6.25	Sample-335
2	4	3	6	Sample-3-2-1	Sample	100	Sample-336
2	4	3	7	Sample-3-2-2	Sample	50	Sample-336
2	4	3	8	Sample-3-2-3	Sample	25	Sample-336
2	4	3	9	Sample-3-2-4	Sample	12.5	Sample-336
2	4	3	10	Sample-3-2-5	Sample	6.25	Sample-336
2	4	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-31
2	4	4	1	Sample-4-1-1	Sample	100	Sample-337
2	4	4	2	Sample-4-1-2	Sample	50	Sample-337
2	4	4	3	Sample-4-1-3	Sample	25	Sample-337
2	4	4	4	Sample-4-1-4	Sample	12.5	Sample-337
2	4	4	5	Sample-4-1-5	Sample	6.25	Sample-337
2	4	4	6	Sample-4-2-1	Sample	100	Sample-338
2	4	4	7	Sample-4-2-2	Sample	50	Sample-338
2	4	4	8	Sample-4-2-3	Sample	25	Sample-338
2	4	4	9	Sample-4-2-4	Sample	12.5	Sample-338
2	4	4	10	Sample-4-2-5	Sample	6.25	Sample-338
2	4	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-31
2	4	5	1	Sample-5-1-1	Sample	100	Sample-339
2	4	5	2	Sample-5-1-2	Sample	50	Sample-339
2	4	5	3	Sample-5-1-3	Sample	25	Sample-339
2	4	5	4	Sample-5-1-4	Sample	12.5	Sample-339
2	4	5	5	Sample-5-1-5	Sample	6.25	Sample-339
2	4	5	6	Sample-5-2-1	Sample	100	Sample-340
2	4	5	7	Sample-5-2-2	Sample	50	Sample-340
2	4	5	8	Sample-5-2-3	Sample	25	Sample-340
2	4	5	9	Sample-5-2-4	Sample	12.5	Sample-340
